TS,Activity,EventID
11/29/2016 01:21:00,a,1971
11/29/2016 01:21:00,a,1972
11/29/2016 01:21:00,d,1973
11/29/2016 01:21:00,d,1974
11/29/2016 01:22:00,b,1975
11/29/2016 01:22:00,c,1976
11/29/2016 01:22:00,d,1977
11/29/2016 01:22:00,d,1978
11/29/2016 01:22:00,b,1979
11/29/2016 01:22:00,b,1980
11/29/2016 01:23:00,e,1981
11/29/2016 01:23:00,a,1982
11/29/2016 01:23:00,g,1983
11/29/2016 01:23:00,a,1984
11/29/2016 01:23:00,b,1985
11/29/2016 01:23:00,b,1986
11/29/2016 01:23:00,e,1987
11/29/2016 01:23:00,a,1988
11/29/2016 01:24:00,d,1989
11/29/2016 01:24:00,d,1990
11/29/2016 01:24:00,h,1991
11/29/2016 01:24:00,d,1992
11/29/2016 01:24:00,e,1993
11/29/2016 01:24:00,e,1994
11/29/2016 01:24:00,c,1995
11/29/2016 01:24:00,d,1996
11/29/2016 01:24:00,d,1997
11/29/2016 01:25:00,b,1998
11/29/2016 01:25:00,b,1999
11/29/2016 01:25:00,b,2000
11/29/2016 01:25:00,d,2001
11/29/2016 01:25:00,d,2002
11/29/2016 01:25:00,g,2003
11/29/2016 01:25:00,a,2004
11/29/2016 01:25:00,b,2005
11/29/2016 01:25:00,b,2006
11/29/2016 01:26:00,e,2007
11/29/2016 01:26:00,e,2008
11/29/2016 01:26:00,e,2009
11/29/2016 01:26:00,b,2010
11/29/2016 01:26:00,b,2011
11/29/2016 01:26:00,h,2012
11/29/2016 01:26:00,d,2013
11/29/2016 01:26:00,e,2014
11/29/2016 01:27:00,d,2015
11/29/2016 01:27:00,d,2016
11/29/2016 01:27:00,d,2017
11/29/2016 01:27:00,e,2018
11/29/2016 01:27:00,b,2019
11/29/2016 01:27:00,d,2020
11/29/2016 01:27:00,c,2021
11/29/2016 01:28:00,b,2022
11/29/2016 01:28:00,b,2023
11/29/2016 01:28:00,b,2024
11/29/2016 01:28:00,f,2025
11/29/2016 01:28:00,d,2026
11/29/2016 01:28:00,b,2027
11/29/2016 01:28:00,g,2028
11/29/2016 01:29:00,e,2029
11/29/2016 01:29:00,e,2030
11/29/2016 01:29:00,h,2031
11/29/2016 01:29:00,b,2032
11/29/2016 01:29:00,c,2033
11/29/2016 01:29:00,e,2034
11/29/2016 01:29:00,h,2035
11/29/2016 01:30:00,d,2036
11/29/2016 01:30:00,d,2037
11/29/2016 01:30:00,f,2038
11/29/2016 01:30:00,e,2039
11/29/2016 01:30:00,g,2040
11/29/2016 01:30:00,d,2041
11/29/2016 01:31:00,b,2042
11/29/2016 01:31:00,b,2043
11/29/2016 01:31:00,h,2044
11/29/2016 01:31:00,d,2045
11/29/2016 01:31:00,h,2046
11/29/2016 01:31:00,b,2047
11/29/2016 01:31:00,a,2048
11/29/2016 01:32:00,b,2049
11/29/2016 01:32:00,d,2050
11/29/2016 01:33:00,c,2051
11/29/2016 01:33:00,c,2052
11/29/2016 01:33:00,e,2053
11/29/2016 01:33:00,f,2054
11/29/2016 01:33:00,b,2055
11/29/2016 01:34:00,g,2056
11/29/2016 01:34:00,g,2057
11/29/2016 01:34:00,d,2058
11/29/2016 01:34:00,h,2059
11/29/2016 01:34:00,e,2060
11/29/2016 01:35:00,a,2061
11/29/2016 01:35:00,h,2062
11/29/2016 01:35:00,h,2063
11/29/2016 01:35:00,b,2064
11/29/2016 01:35:00,a,2065
11/29/2016 01:35:00,d,2066
11/29/2016 01:36:00,d,2067
11/29/2016 01:36:00,d,2068
11/29/2016 01:36:00,a,2069
11/29/2016 01:36:00,b,2070
11/29/2016 01:37:00,b,2071
11/29/2016 01:37:00,c,2072
11/29/2016 01:37:00,b,2073
11/29/2016 01:37:00,d,2074
11/29/2016 01:37:00,e,2075
11/29/2016 01:38:00,e,2076
11/29/2016 01:38:00,a,2077
11/29/2016 01:38:00,g,2078
11/29/2016 01:38:00,b,2079
11/29/2016 01:38:00,d,2080
11/29/2016 01:39:00,d,2081
11/29/2016 01:39:00,d,2082
11/29/2016 01:39:00,h,2083
11/29/2016 01:39:00,a,2084
11/29/2016 01:39:00,c,2085
11/29/2016 01:39:00,e,2086
11/29/2016 01:39:00,b,2087
11/29/2016 01:40:00,b,2088
11/29/2016 01:40:00,a,2089
11/29/2016 01:40:00,b,2090
11/29/2016 01:40:00,d,2091
11/29/2016 01:40:00,g,2092
11/29/2016 01:40:00,d,2093
11/29/2016 01:40:00,e,2094
11/29/2016 01:41:00,a,2095
11/29/2016 01:41:00,a,2096
11/29/2016 01:41:00,a,2097
11/29/2016 01:41:00,e,2098
11/29/2016 01:41:00,d,2099
11/29/2016 01:41:00,e,2100
11/29/2016 01:41:00,b,2101
11/29/2016 01:41:00,h,2102
11/29/2016 01:41:00,a,2103
11/29/2016 01:41:00,b,2104
11/29/2016 01:41:00,d,2105
11/29/2016 01:42:00,d,2106
11/29/2016 01:42:00,d,2107
11/29/2016 01:42:00,d,2108
11/29/2016 01:42:00,d,2109
11/29/2016 01:42:00,b,2110
11/29/2016 01:42:00,d,2111
11/29/2016 01:42:00,e,2112
11/29/2016 01:42:00,d,2113
11/29/2016 01:42:00,a,2114
11/29/2016 01:42:00,e,2115
11/29/2016 01:42:00,b,2116
11/29/2016 01:43:00,b,2117
11/29/2016 01:43:00,b,2118
11/29/2016 01:43:00,b,2119
11/29/2016 01:43:00,b,2120
11/29/2016 01:43:00,a,2121
11/29/2016 01:43:00,b,2122
11/29/2016 01:43:00,d,2123
11/29/2016 01:43:00,b,2124
11/29/2016 01:43:00,d,2125
11/29/2016 01:43:00,d,2126
11/29/2016 01:43:00,e,2127
11/29/2016 01:44:00,e,2128
11/29/2016 01:44:00,a,2129
11/29/2016 01:44:00,c,2130
11/29/2016 01:44:00,d,2131
11/29/2016 01:44:00,e,2132
11/29/2016 01:44:00,a,2133
11/29/2016 01:44:00,b,2134
11/29/2016 01:44:00,e,2135
11/29/2016 01:44:00,b,2136
11/29/2016 01:44:00,b,2137
11/29/2016 01:44:00,d,2138
11/29/2016 01:45:00,c,2139
11/29/2016 01:45:00,c,2140
11/29/2016 01:45:00,c,2141
11/29/2016 01:45:00,d,2142
11/29/2016 01:45:00,d,2143
11/29/2016 01:45:00,g,2144
11/29/2016 01:45:00,b,2145
11/29/2016 01:45:00,d,2146
11/29/2016 01:45:00,d,2147
11/29/2016 01:45:00,d,2148
11/29/2016 01:45:00,e,2149
11/29/2016 01:45:00,b,2150
11/29/2016 01:46:00,g,2151
11/29/2016 01:46:00,g,2152
11/29/2016 01:46:00,g,2153
11/29/2016 01:46:00,b,2154
11/29/2016 01:46:00,b,2155
11/29/2016 01:46:00,h,2156
11/29/2016 01:46:00,a,2157
11/29/2016 01:46:00,b,2158
11/29/2016 01:46:00,b,2159
11/29/2016 01:46:00,c,2160
11/29/2016 01:46:00,b,2161
11/29/2016 01:46:00,c,2162
11/29/2016 01:46:00,d,2163
11/29/2016 01:46:00,e,2164
11/29/2016 01:47:00,h,2165
11/29/2016 01:47:00,a,2166
11/29/2016 01:47:00,h,2167
11/29/2016 01:47:00,h,2168
11/29/2016 01:47:00,e,2169
11/29/2016 01:47:00,a,2170
11/29/2016 01:47:00,d,2171
11/29/2016 01:47:00,f,2172
11/29/2016 01:47:00,e,2173
11/29/2016 01:47:00,e,2174
11/29/2016 01:47:00,a,2175
11/29/2016 01:47:00,g,2176
11/29/2016 01:47:00,e,2177
11/29/2016 01:47:00,g,2178
11/29/2016 01:47:00,b,2179
11/29/2016 01:47:00,d,2180
11/29/2016 01:47:00,a,2181
11/29/2016 01:48:00,d,2182
11/29/2016 01:48:00,d,2183
11/29/2016 01:48:00,d,2184
11/29/2016 01:48:00,f,2185
11/29/2016 01:48:00,b,2186
11/29/2016 01:48:00,h,2187
11/29/2016 01:48:00,d,2188
11/29/2016 01:48:00,d,2189
11/29/2016 01:48:00,a,2190
11/29/2016 01:48:00,d,2191
11/29/2016 01:48:00,h,2192
11/29/2016 01:48:00,d,2193
11/29/2016 01:48:00,h,2194
11/29/2016 01:48:00,b,2195
11/29/2016 01:48:00,d,2196
11/29/2016 01:49:00,b,2197
11/29/2016 01:49:00,b,2198
11/29/2016 01:49:00,b,2199
11/29/2016 01:49:00,h,2200
11/29/2016 01:49:00,b,2201
11/29/2016 01:49:00,a,2202
11/29/2016 01:49:00,b,2203
11/29/2016 01:49:00,d,2204
11/29/2016 01:49:00,b,2205
11/29/2016 01:49:00,b,2206
11/29/2016 01:49:00,f,2207
11/29/2016 01:49:00,b,2208
11/29/2016 01:50:00,e,2209
11/29/2016 01:50:00,c,2210
11/29/2016 01:50:00,e,2211
11/29/2016 01:50:00,d,2212
11/29/2016 01:50:00,b,2213
11/29/2016 01:50:00,e,2214
11/29/2016 01:50:00,e,2215
11/29/2016 01:50:00,h,2216
11/29/2016 01:50:00,c,2217
11/29/2016 01:50:00,e,2218
11/29/2016 01:51:00,d,2219
11/29/2016 01:51:00,c,2220
11/29/2016 01:51:00,f,2221
11/29/2016 01:51:00,g,2222
11/29/2016 01:51:00,d,2223
11/29/2016 01:51:00,b,2224
11/29/2016 01:51:00,a,2225
11/29/2016 01:51:00,c,2226
11/29/2016 01:51:00,e,2227
11/29/2016 01:51:00,d,2228
11/29/2016 01:51:00,d,2229
11/29/2016 01:51:00,g,2230
11/29/2016 01:51:00,d,2231
11/29/2016 01:52:00,b,2232
11/29/2016 01:52:00,g,2233
11/29/2016 01:52:00,h,2234
11/29/2016 01:52:00,h,2235
11/29/2016 01:52:00,b,2236
11/29/2016 01:52:00,d,2237
11/29/2016 01:52:00,g,2238
11/29/2016 01:52:00,d,2239
11/29/2016 01:52:00,b,2240
11/29/2016 01:52:00,b,2241
11/29/2016 01:52:00,h,2242
11/29/2016 01:52:00,b,2243
11/29/2016 01:53:00,h,2244
11/29/2016 01:53:00,a,2245
11/29/2016 01:53:00,f,2246
11/29/2016 01:53:00,b,2247
11/29/2016 01:53:00,h,2248
11/29/2016 01:53:00,b,2249
11/29/2016 01:53:00,e,2250
11/29/2016 01:54:00,f,2251
11/29/2016 01:54:00,d,2252
11/29/2016 01:54:00,f,2253
11/29/2016 01:54:00,h,2254
11/29/2016 01:54:00,e,2255
11/29/2016 01:54:00,e,2256
11/29/2016 01:54:00,c,2257
11/29/2016 01:54:00,d,2258
11/29/2016 01:54:00,a,2259
11/29/2016 01:54:00,f,2260
11/29/2016 01:55:00,h,2261
11/29/2016 01:55:00,b,2262
11/29/2016 01:55:00,h,2263
11/29/2016 01:55:00,d,2264
11/29/2016 01:55:00,d,2265
11/29/2016 01:55:00,g,2266
11/29/2016 01:55:00,b,2267
11/29/2016 01:55:00,d,2268
11/29/2016 01:55:00,h,2269
11/29/2016 01:56:00,e,2270
11/29/2016 01:56:00,b,2271
11/29/2016 01:56:00,b,2272
11/29/2016 01:56:00,h,2273
11/29/2016 01:56:00,b,2274
11/29/2016 01:57:00,d,2275
11/29/2016 01:57:00,e,2276
11/29/2016 01:57:00,e,2277
11/29/2016 01:57:00,f,2278
11/29/2016 01:58:00,a,2279
11/29/2016 01:58:00,a,2280
11/29/2016 01:58:00,b,2281
11/29/2016 01:58:00,d,2282
11/29/2016 01:58:00,d,2283
11/29/2016 01:58:00,h,2284
11/29/2016 01:58:00,f,2285
11/29/2016 01:59:00,d,2286
11/29/2016 01:59:00,d,2287
11/29/2016 01:59:00,a,2288
11/29/2016 01:59:00,e,2289
11/29/2016 01:59:00,b,2290
11/29/2016 01:59:00,b,2291
11/29/2016 01:59:00,a,2292
11/29/2016 01:59:00,a,2293
11/29/2016 01:59:00,h,2294
11/29/2016 01:59:00,a,2295
11/29/2016 02:00:00,b,2296
11/29/2016 02:00:00,b,2297
11/29/2016 02:00:00,d,2298
11/29/2016 02:00:00,d,2299
11/29/2016 02:00:00,e,2300
11/29/2016 02:00:00,d,2301
11/29/2016 02:00:00,d,2302
11/29/2016 02:00:00,d,2303
11/29/2016 02:01:00,e,2304
11/29/2016 02:01:00,e,2305
11/29/2016 02:01:00,b,2306
11/29/2016 02:01:00,b,2307
11/29/2016 02:01:00,c,2308
11/29/2016 02:01:00,a,2309
11/29/2016 02:01:00,d,2310
11/29/2016 02:01:00,b,2311
11/29/2016 02:01:00,b,2312
11/29/2016 02:01:00,b,2313
11/29/2016 02:02:00,d,2314
11/29/2016 02:02:00,d,2315
11/29/2016 02:02:00,e,2316
11/29/2016 02:02:00,e,2317
11/29/2016 02:02:00,g,2318
11/29/2016 02:02:00,d,2319
11/29/2016 02:02:00,b,2320
11/29/2016 02:02:00,e,2321
11/29/2016 02:02:00,e,2322
11/29/2016 02:03:00,b,2323
11/29/2016 02:03:00,b,2324
11/29/2016 02:03:00,d,2325
11/29/2016 02:03:00,d,2326
11/29/2016 02:03:00,h,2327
11/29/2016 02:03:00,b,2328
11/29/2016 02:03:00,e,2329
11/29/2016 02:03:00,c,2330
11/29/2016 02:03:00,d,2331
11/29/2016 02:03:00,d,2332
11/29/2016 02:04:00,b,2333
11/29/2016 02:04:00,b,2334
11/29/2016 02:04:00,e,2335
11/29/2016 02:04:00,d,2336
11/29/2016 02:04:00,g,2337
11/29/2016 02:04:00,b,2338
11/29/2016 02:04:00,b,2339
11/29/2016 02:04:00,a,2340
11/29/2016 02:04:00,a,2341
11/29/2016 02:05:00,f,2342
11/29/2016 02:05:00,c,2343
11/29/2016 02:05:00,e,2344
11/29/2016 02:05:00,a,2345
11/29/2016 02:05:00,a,2346
11/29/2016 02:05:00,d,2347
11/29/2016 02:05:00,b,2348
11/29/2016 02:05:00,h,2349
11/29/2016 02:05:00,d,2350
11/29/2016 02:05:00,d,2351
11/29/2016 02:06:00,h,2352
11/29/2016 02:06:00,g,2353
11/29/2016 02:06:00,d,2354
11/29/2016 02:06:00,d,2355
11/29/2016 02:06:00,d,2356
11/29/2016 02:06:00,f,2357
11/29/2016 02:06:00,b,2358
11/29/2016 02:06:00,e,2359
11/29/2016 02:06:00,a,2360
11/29/2016 02:06:00,c,2361
11/29/2016 02:06:00,c,2362
11/29/2016 02:06:00,b,2363
11/29/2016 02:06:00,b,2364
11/29/2016 02:07:00,a,2365
11/29/2016 02:07:00,a,2366
11/29/2016 02:07:00,h,2367
11/29/2016 02:07:00,b,2368
11/29/2016 02:07:00,b,2369
11/29/2016 02:07:00,b,2370
11/29/2016 02:07:00,h,2371
11/29/2016 02:07:00,e,2372
11/29/2016 02:07:00,d,2373
11/29/2016 02:07:00,d,2374
11/29/2016 02:07:00,g,2375
11/29/2016 02:07:00,g,2376
11/29/2016 02:08:00,d,2377
11/29/2016 02:08:00,d,2378
11/29/2016 02:08:00,d,2379
11/29/2016 02:08:00,b,2380
11/29/2016 02:08:00,b,2381
11/29/2016 02:08:00,a,2382
11/29/2016 02:08:00,h,2383
11/29/2016 02:08:00,h,2384
11/29/2016 02:08:00,f,2385
11/29/2016 02:08:00,c,2386
11/29/2016 02:09:00,b,2387
11/29/2016 02:09:00,b,2388
11/29/2016 02:09:00,c,2389
11/29/2016 02:09:00,c,2390
11/29/2016 02:09:00,f,2391
11/29/2016 02:09:00,b,2392
11/29/2016 02:09:00,a,2393
11/29/2016 02:09:00,e,2394
11/29/2016 02:09:00,d,2395
11/29/2016 02:09:00,h,2396
11/29/2016 02:09:00,g,2397
11/29/2016 02:10:00,g,2398
11/29/2016 02:10:00,g,2399
11/29/2016 02:10:00,h,2400
11/29/2016 02:10:00,a,2401
11/29/2016 02:10:00,e,2402
11/29/2016 02:10:00,d,2403
11/29/2016 02:10:00,d,2404
11/29/2016 02:10:00,f,2405
11/29/2016 02:10:00,a,2406
11/29/2016 02:10:00,b,2407
11/29/2016 02:10:00,h,2408
11/29/2016 02:11:00,c,2409
11/29/2016 02:11:00,f,2410
11/29/2016 02:11:00,h,2411
11/29/2016 02:11:00,h,2412
11/29/2016 02:11:00,d,2413
11/29/2016 02:11:00,d,2414
11/29/2016 02:11:00,b,2415
11/29/2016 02:11:00,b,2416
11/29/2016 02:11:00,h,2417
11/29/2016 02:11:00,d,2418
11/29/2016 02:12:00,g,2419
11/29/2016 02:12:00,h,2420
11/29/2016 02:12:00,b,2421
11/29/2016 02:12:00,a,2422
11/29/2016 02:12:00,b,2423
11/29/2016 02:12:00,e,2424
11/29/2016 02:12:00,a,2425
11/29/2016 02:12:00,a,2426
11/29/2016 02:12:00,b,2427
11/29/2016 02:12:00,f,2428
11/29/2016 02:12:00,a,2429
11/29/2016 02:12:00,a,2430
11/29/2016 02:13:00,h,2431
11/29/2016 02:13:00,e,2432
11/29/2016 02:13:00,d,2433
11/29/2016 02:13:00,e,2434
11/29/2016 02:13:00,d,2435
11/29/2016 02:13:00,d,2436
11/29/2016 02:13:00,a,2437
11/29/2016 02:13:00,f,2438
11/29/2016 02:13:00,d,2439
11/29/2016 02:13:00,h,2440
11/29/2016 02:13:00,d,2441
11/29/2016 02:13:00,d,2442
11/29/2016 02:14:00,d,2443
11/29/2016 02:14:00,b,2444
11/29/2016 02:14:00,d,2445
11/29/2016 02:14:00,b,2446
11/29/2016 02:14:00,b,2447
11/29/2016 02:14:00,d,2448
11/29/2016 02:14:00,h,2449
11/29/2016 02:14:00,b,2450
11/29/2016 02:14:00,c,2451
11/29/2016 02:14:00,b,2452
11/29/2016 02:14:00,b,2453
11/29/2016 02:15:00,a,2454
11/29/2016 02:15:00,b,2455
11/29/2016 02:15:00,e,2456
11/29/2016 02:15:00,b,2457
11/29/2016 02:15:00,e,2458
11/29/2016 02:15:00,b,2459
11/29/2016 02:15:00,e,2460
11/29/2016 02:15:00,g,2461
11/29/2016 02:16:00,d,2462
11/29/2016 02:16:00,e,2463
11/29/2016 02:16:00,d,2464
11/29/2016 02:16:00,e,2465
11/29/2016 02:16:00,f,2466
11/29/2016 02:16:00,d,2467
11/29/2016 02:16:00,e,2468
11/29/2016 02:16:00,d,2469
11/29/2016 02:16:00,h,2470
11/29/2016 02:16:00,a,2471
11/29/2016 02:16:00,f,2472
11/29/2016 02:16:00,c,2473
11/29/2016 02:17:00,b,2474
11/29/2016 02:17:00,d,2475
11/29/2016 02:17:00,b,2476
11/29/2016 02:17:00,d,2477
11/29/2016 02:17:00,h,2478
11/29/2016 02:17:00,b,2479
11/29/2016 02:17:00,d,2480
11/29/2016 02:17:00,b,2481
11/29/2016 02:17:00,d,2482
11/29/2016 02:17:00,h,2483
11/29/2016 02:17:00,g,2484
11/29/2016 02:18:00,e,2485
11/29/2016 02:18:00,b,2486
11/29/2016 02:18:00,e,2487
11/29/2016 02:18:00,b,2488
11/29/2016 02:18:00,b,2489
11/29/2016 02:18:00,b,2490
11/29/2016 02:18:00,h,2491
11/29/2016 02:19:00,a,2492
11/29/2016 02:19:00,d,2493
11/29/2016 02:19:00,e,2494
11/29/2016 02:19:00,d,2495
11/29/2016 02:19:00,e,2496
11/29/2016 02:19:00,c,2497
11/29/2016 02:19:00,f,2498
11/29/2016 02:20:00,d,2499
11/29/2016 02:20:00,b,2500
11/29/2016 02:20:00,d,2501
11/29/2016 02:20:00,b,2502
11/29/2016 02:20:00,d,2503
11/29/2016 02:20:00,g,2504
11/29/2016 02:20:00,c,2505
11/29/2016 02:20:00,h,2506
11/29/2016 02:20:00,c,2507
11/29/2016 02:21:00,b,2508
11/29/2016 02:21:00,b,2509
11/29/2016 02:21:00,b,2510
11/29/2016 02:21:00,h,2511
11/29/2016 02:21:00,g,2512
11/29/2016 02:21:00,g,2513
11/29/2016 02:21:00,a,2514
11/29/2016 02:22:00,f,2515
11/29/2016 02:22:00,e,2516
11/29/2016 02:22:00,f,2517
11/29/2016 02:22:00,e,2518
11/29/2016 02:22:00,h,2519
11/29/2016 02:22:00,a,2520
11/29/2016 02:22:00,h,2521
11/29/2016 02:22:00,d,2522
11/29/2016 02:22:00,a,2523
11/29/2016 02:23:00,c,2524
11/29/2016 02:23:00,h,2525
11/29/2016 02:23:00,d,2526
11/29/2016 02:23:00,h,2527
11/29/2016 02:23:00,d,2528
11/29/2016 02:23:00,a,2529
11/29/2016 02:23:00,d,2530
11/29/2016 02:23:00,b,2531
11/29/2016 02:23:00,d,2532
11/29/2016 02:23:00,a,2533
11/29/2016 02:24:00,g,2534
11/29/2016 02:24:00,b,2535
11/29/2016 02:24:00,b,2536
11/29/2016 02:24:00,d,2537
11/29/2016 02:24:00,a,2538
11/29/2016 02:24:00,b,2539
11/29/2016 02:24:00,e,2540
11/29/2016 02:24:00,b,2541
11/29/2016 02:24:00,d,2542
11/29/2016 02:25:00,h,2543
11/29/2016 02:25:00,a,2544
11/29/2016 02:25:00,b,2545
11/29/2016 02:25:00,d,2546
11/29/2016 02:25:00,d,2547
11/29/2016 02:25:00,b,2548
11/29/2016 02:26:00,c,2549
11/29/2016 02:26:00,d,2550
11/29/2016 02:26:00,f,2551
11/29/2016 02:26:00,b,2552
11/29/2016 02:26:00,c,2553
11/29/2016 02:26:00,a,2554
11/29/2016 02:26:00,a,2555
11/29/2016 02:26:00,b,2556
11/29/2016 02:26:00,f,2557
11/29/2016 02:26:00,e,2558
11/29/2016 02:27:00,g,2559
11/29/2016 02:27:00,b,2560
11/29/2016 02:27:00,a,2561
11/29/2016 02:27:00,h,2562
11/29/2016 02:27:00,f,2563
11/29/2016 02:27:00,g,2564
11/29/2016 02:27:00,d,2565
11/29/2016 02:27:00,d,2566
11/29/2016 02:27:00,h,2567
11/29/2016 02:27:00,d,2568
11/29/2016 02:28:00,a,2569
11/29/2016 02:28:00,h,2570
11/29/2016 02:28:00,e,2571
11/29/2016 02:28:00,d,2572
11/29/2016 02:28:00,h,2573
11/29/2016 02:28:00,f,2574
11/29/2016 02:28:00,h,2575
11/29/2016 02:28:00,b,2576
11/29/2016 02:28:00,b,2577
11/29/2016 02:28:00,c,2578
11/29/2016 02:28:00,b,2579
11/29/2016 02:29:00,d,2580
11/29/2016 02:29:00,d,2581
11/29/2016 02:29:00,b,2582
11/29/2016 02:29:00,h,2583
11/29/2016 02:29:00,e,2584
11/29/2016 02:29:00,e,2585
11/29/2016 02:29:00,g,2586
11/29/2016 02:30:00,b,2587
11/29/2016 02:30:00,b,2588
11/29/2016 02:30:00,e,2589
11/29/2016 02:30:00,d,2590
11/29/2016 02:30:00,d,2591
11/29/2016 02:30:00,h,2592
11/29/2016 02:30:00,c,2593
11/29/2016 02:31:00,e,2594
11/29/2016 02:31:00,a,2595
11/29/2016 02:31:00,d,2596
11/29/2016 02:31:00,b,2597
11/29/2016 02:31:00,b,2598
11/29/2016 02:31:00,a,2599
11/29/2016 02:31:00,g,2600
11/29/2016 02:32:00,d,2601
11/29/2016 02:32:00,d,2602
11/29/2016 02:32:00,a,2603
11/29/2016 02:32:00,f,2604
11/29/2016 02:32:00,b,2605
11/29/2016 02:32:00,e,2606
11/29/2016 02:32:00,d,2607
11/29/2016 02:32:00,h,2608
11/29/2016 02:33:00,b,2609
11/29/2016 02:33:00,b,2610
11/29/2016 02:33:00,d,2611
11/29/2016 02:33:00,h,2612
11/29/2016 02:33:00,d,2613
11/29/2016 02:33:00,c,2614
11/29/2016 02:33:00,b,2615
11/29/2016 02:34:00,a,2616
11/29/2016 02:34:00,e,2617
11/29/2016 02:34:00,b,2618
11/29/2016 02:34:00,c,2619
11/29/2016 02:34:00,b,2620
11/29/2016 02:34:00,g,2621
11/29/2016 02:35:00,c,2622
11/29/2016 02:35:00,d,2623
11/29/2016 02:35:00,d,2624
11/29/2016 02:35:00,g,2625
11/29/2016 02:35:00,h,2626
11/29/2016 02:35:00,f,2627
11/29/2016 02:36:00,g,2628
11/29/2016 02:36:00,b,2629
11/29/2016 02:36:00,b,2630
11/29/2016 02:36:00,c,2631
11/29/2016 02:36:00,h,2632
11/29/2016 02:36:00,c,2633
11/29/2016 02:36:00,h,2634
11/29/2016 02:37:00,h,2635
11/29/2016 02:37:00,e,2636
11/29/2016 02:37:00,g,2637
11/29/2016 02:37:00,g,2638
11/29/2016 02:38:00,c,2639
11/29/2016 02:38:00,d,2640
11/29/2016 02:38:00,h,2641
11/29/2016 02:38:00,h,2642
11/29/2016 02:38:00,a,2643
11/29/2016 02:38:00,a,2644
11/29/2016 02:39:00,g,2645
11/29/2016 02:39:00,b,2646
11/29/2016 02:39:00,a,2647
11/29/2016 02:39:00,d,2648
11/29/2016 02:39:00,d,2649
11/29/2016 02:39:00,a,2650
11/29/2016 02:40:00,h,2651
11/29/2016 02:40:00,e,2652
11/29/2016 02:40:00,d,2653
11/29/2016 02:40:00,b,2654
11/29/2016 02:40:00,b,2655
11/29/2016 02:40:00,d,2656
11/29/2016 02:41:00,d,2657
11/29/2016 02:41:00,b,2658
11/29/2016 02:41:00,a,2659
11/29/2016 02:41:00,e,2660
11/29/2016 02:41:00,e,2661
11/29/2016 02:41:00,b,2662
11/29/2016 02:42:00,b,2663
11/29/2016 02:42:00,d,2664
11/29/2016 02:42:00,a,2665
11/29/2016 02:42:00,d,2666
11/29/2016 02:42:00,d,2667
11/29/2016 02:42:00,e,2668
11/29/2016 02:43:00,a,2669
11/29/2016 02:43:00,e,2670
11/29/2016 02:43:00,f,2671
11/29/2016 02:43:00,b,2672
11/29/2016 02:43:00,d,2673
11/29/2016 02:43:00,b,2674
11/29/2016 02:43:00,b,2675
11/29/2016 02:43:00,d,2676
11/29/2016 02:44:00,d,2677
11/29/2016 02:44:00,d,2678
11/29/2016 02:44:00,h,2679
11/29/2016 02:44:00,a,2680
11/29/2016 02:44:00,b,2681
11/29/2016 02:44:00,e,2682
11/29/2016 02:44:00,b,2683
11/29/2016 02:45:00,b,2684
11/29/2016 02:45:00,b,2685
11/29/2016 02:45:00,c,2686
11/29/2016 02:45:00,d,2687
11/29/2016 02:45:00,d,2688
11/29/2016 02:45:00,c,2689
11/29/2016 02:45:00,e,2690
11/29/2016 02:46:00,e,2691
11/29/2016 02:46:00,g,2692
11/29/2016 02:46:00,b,2693
11/29/2016 02:46:00,f,2694
11/29/2016 02:46:00,b,2695
11/29/2016 02:46:00,g,2696
11/29/2016 02:46:00,d,2697
11/29/2016 02:47:00,f,2698
11/29/2016 02:47:00,a,2699
11/29/2016 02:47:00,d,2700
11/29/2016 02:47:00,h,2701
11/29/2016 02:47:00,a,2702
11/29/2016 02:47:00,h,2703
11/29/2016 02:47:00,e,2704
11/29/2016 02:47:00,h,2705
11/29/2016 02:47:00,b,2706
11/29/2016 02:48:00,h,2707
11/29/2016 02:48:00,d,2708
11/29/2016 02:48:00,b,2709
11/29/2016 02:48:00,c,2710
11/29/2016 02:48:00,d,2711
11/29/2016 02:48:00,d,2712
11/29/2016 02:48:00,e,2713
11/29/2016 02:49:00,b,2714
11/29/2016 02:49:00,g,2715
11/29/2016 02:49:00,b,2716
11/29/2016 02:49:00,b,2717
11/29/2016 02:49:00,d,2718
11/29/2016 02:50:00,e,2719
11/29/2016 02:50:00,f,2720
11/29/2016 02:50:00,h,2721
11/29/2016 02:50:00,a,2722
11/29/2016 02:50:00,e,2723
11/29/2016 02:50:00,b,2724
11/29/2016 02:51:00,d,2725
11/29/2016 02:51:00,h,2726
11/29/2016 02:51:00,f,2727
11/29/2016 02:51:00,d,2728
11/29/2016 02:51:00,d,2729
11/29/2016 02:51:00,e,2730
11/29/2016 02:52:00,a,2731
11/29/2016 02:52:00,b,2732
11/29/2016 02:52:00,h,2733
11/29/2016 02:52:00,b,2734
11/29/2016 02:52:00,a,2735
11/29/2016 02:52:00,a,2736
11/29/2016 02:52:00,a,2737
11/29/2016 02:52:00,b,2738
11/29/2016 02:52:00,d,2739
11/29/2016 02:53:00,d,2740
11/29/2016 02:53:00,d,2741
11/29/2016 02:53:00,d,2742
11/29/2016 02:53:00,d,2743
11/29/2016 02:53:00,e,2744
11/29/2016 02:53:00,b,2745
11/29/2016 02:54:00,b,2746
11/29/2016 02:54:00,f,2747
