CaseID,Activity,Timestamp,Probability,initTime,sysTime
597,78,d,11/28/2016 22:51:00,0.14285714285714285,1621269795609,1621269795611
597,79,d,11/28/2016 22:51:00,0.14285714285714285,1621269795609,1621269795611
597,74,d,11/28/2016 22:51:00,0.14285714285714285,1621269795609,1621269795611
597,75,d,11/28/2016 22:51:00,0.14285714285714285,1621269795609,1621269795611
597,76,d,11/28/2016 22:51:00,0.14285714285714285,1621269795609,1621269795611
600,72,b,11/28/2016 22:51:00,0.3333333333333333,1621269795609,1621269795611
600,73,b,11/28/2016 22:51:00,0.3333333333333333,1621269795609,1621269795611
600,77,b,11/28/2016 22:51:00,0.3333333333333333,1621269795609,1621269795611
608,72,e,11/28/2016 22:52:00,0.3333333333333333,1621269795609,1621269795611
608,73,e,11/28/2016 22:52:00,0.3333333333333333,1621269795609,1621269795611
608,77,e,11/28/2016 22:52:00,0.3333333333333333,1621269795609,1621269795611
606,74,f,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
606,75,f,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
606,76,f,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
606,66,f,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
606,67,f,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
599,72,h,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
599,73,h,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
599,65,h,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
599,70,h,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
599,71,h,11/28/2016 22:51:00,0.2,1621269795609,1621269795611
618,72,d,11/28/2016 22:53:00,0.3333333333333333,1621269795957,1621269795958
618,73,d,11/28/2016 22:53:00,0.3333333333333333,1621269795957,1621269795958
618,77,d,11/28/2016 22:53:00,0.3333333333333333,1621269795957,1621269795958
613,80,d,11/28/2016 22:52:00,1.0,1621269795957,1621269795958
609,78,b,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
609,79,b,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
609,74,b,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
609,75,b,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
609,76,b,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
612,72,e,11/28/2016 22:52:00,0.3333333333333333,1621269795957,1621269795959
612,73,e,11/28/2016 22:52:00,0.3333333333333333,1621269795957,1621269795959
612,77,e,11/28/2016 22:52:00,0.3333333333333333,1621269795957,1621269795959
610,70,f,11/28/2016 22:52:00,0.5,1621269795957,1621269795959
610,71,f,11/28/2016 22:52:00,0.5,1621269795957,1621269795959
617,74,h,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
617,75,h,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
617,76,h,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
617,66,h,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
617,67,h,11/28/2016 22:52:00,0.2,1621269795957,1621269795959
620,81,a,11/28/2016 22:53:00,1.0,1621269796021,1621269796021
622,82,a,11/28/2016 22:53:00,1.0,1621269796085,1621269796085
627,83,a,11/28/2016 22:53:00,1.0,1621269796243,1621269796243
623,72,d,11/28/2016 22:53:00,0.3333333333333333,1621269796275,1621269796276
623,73,d,11/28/2016 22:53:00,0.3333333333333333,1621269796275,1621269796276
623,77,d,11/28/2016 22:53:00,0.3333333333333333,1621269796275,1621269796276
628,72,b,11/28/2016 22:54:00,0.3333333333333333,1621269796275,1621269796276
628,73,b,11/28/2016 22:54:00,0.3333333333333333,1621269796275,1621269796276
628,77,b,11/28/2016 22:54:00,0.3333333333333333,1621269796275,1621269796276
624,80,b,11/28/2016 22:53:00,1.0,1621269796275,1621269796276
621,78,e,11/28/2016 22:53:00,0.2,1621269796275,1621269796276
621,79,e,11/28/2016 22:53:00,0.2,1621269796275,1621269796276
621,74,e,11/28/2016 22:53:00,0.2,1621269796275,1621269796276
621,75,e,11/28/2016 22:53:00,0.2,1621269796275,1621269796276
621,76,e,11/28/2016 22:53:00,0.2,1621269796275,1621269796276
625,72,f,11/28/2016 22:53:00,0.3333333333333333,1621269796275,1621269796276
625,73,f,11/28/2016 22:53:00,0.3333333333333333,1621269796275,1621269796276
625,77,f,11/28/2016 22:53:00,0.3333333333333333,1621269796275,1621269796276
619,70,h,11/28/2016 22:53:00,0.5,1621269796275,1621269796276
619,71,h,11/28/2016 22:53:00,0.5,1621269796275,1621269796276
632,84,a,11/28/2016 22:54:00,1.0,1621269796418,1621269796418
641,85,a,11/28/2016 22:54:00,1.0,1621269796702,1621269796702
630,81,d,11/28/2016 22:54:00,0.125,1621269796734,1621269796735
630,82,d,11/28/2016 22:54:00,0.125,1621269796734,1621269796735
630,83,d,11/28/2016 22:54:00,0.125,1621269796734,1621269796735
630,78,d,11/28/2016 22:54:00,0.125,1621269796734,1621269796735
630,79,d,11/28/2016 22:54:00,0.125,1621269796734,1621269796735
634,72,b,11/28/2016 22:54:00,0.3333333333333333,1621269796734,1621269796735
634,73,b,11/28/2016 22:54:00,0.3333333333333333,1621269796734,1621269796735
634,77,b,11/28/2016 22:54:00,0.3333333333333333,1621269796734,1621269796735
637,78,c,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
637,79,c,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
637,74,c,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
637,75,c,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
637,76,c,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
642,72,e,11/28/2016 22:55:00,0.3333333333333333,1621269796734,1621269796735
642,73,e,11/28/2016 22:55:00,0.3333333333333333,1621269796734,1621269796735
642,77,e,11/28/2016 22:55:00,0.3333333333333333,1621269796734,1621269796735
635,80,e,11/28/2016 22:54:00,1.0,1621269796734,1621269796735
629,78,f,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
629,79,f,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
629,74,f,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
629,75,f,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
629,76,f,11/28/2016 22:54:00,0.2,1621269796734,1621269796735
638,72,h,11/28/2016 22:54:00,0.3333333333333333,1621269796734,1621269796735
638,73,h,11/28/2016 22:54:00,0.3333333333333333,1621269796734,1621269796735
638,77,h,11/28/2016 22:54:00,0.3333333333333333,1621269796734,1621269796735
652,86,a,11/28/2016 22:55:00,1.0,1621269797050,1621269797050
656,87,a,11/28/2016 22:55:00,1.0,1621269797176,1621269797176
657,72,d,11/28/2016 22:56:00,0.2,1621269797208,1621269797211
657,73,d,11/28/2016 22:56:00,0.2,1621269797208,1621269797211
657,77,d,11/28/2016 22:56:00,0.2,1621269797208,1621269797211
657,86,d,11/28/2016 22:56:00,0.2,1621269797208,1621269797211
657,87,d,11/28/2016 22:56:00,0.2,1621269797208,1621269797211
644,81,b,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
644,82,b,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
644,83,b,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
644,78,b,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
644,79,b,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
648,72,e,11/28/2016 22:55:00,0.3333333333333333,1621269797208,1621269797211
648,73,e,11/28/2016 22:55:00,0.3333333333333333,1621269797208,1621269797211
648,77,e,11/28/2016 22:55:00,0.3333333333333333,1621269797208,1621269797211
651,78,g,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
651,79,g,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
651,74,g,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
651,75,g,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
651,76,g,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
643,78,h,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
643,79,h,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
643,74,h,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
643,75,h,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
643,76,h,11/28/2016 22:55:00,0.2,1621269797208,1621269797211
664,88,a,11/28/2016 22:56:00,1.0,1621269797444,1621269797444
660,72,d,11/28/2016 22:56:00,0.25,1621269797540,1621269797541
660,73,d,11/28/2016 22:56:00,0.25,1621269797540,1621269797541
660,77,d,11/28/2016 22:56:00,0.25,1621269797540,1621269797541
660,86,d,11/28/2016 22:56:00,0.125,1621269797540,1621269797541
660,87,d,11/28/2016 22:56:00,0.125,1621269797540,1621269797541
667,72,b,11/28/2016 22:57:00,0.2,1621269797540,1621269797541
667,73,b,11/28/2016 22:57:00,0.2,1621269797540,1621269797541
667,77,b,11/28/2016 22:57:00,0.2,1621269797540,1621269797541
667,86,b,11/28/2016 22:57:00,0.2,1621269797540,1621269797541
667,87,b,11/28/2016 22:57:00,0.2,1621269797540,1621269797541
658,81,e,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
658,82,e,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
658,83,e,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
658,78,e,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
658,79,e,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
662,78,h,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
662,79,h,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
662,74,h,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
662,75,h,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
662,76,h,11/28/2016 22:56:00,0.2,1621269797540,1621269797541
668,89,a,11/28/2016 22:57:00,1.0,1621269797586,1621269797586
678,89,d,11/28/2016 22:58:00,1.0,1621269797902,1621269797904
670,88,d,11/28/2016 22:57:00,0.16666666666666666,1621269797902,1621269797904
670,81,d,11/28/2016 22:57:00,0.16666666666666666,1621269797902,1621269797904
670,82,d,11/28/2016 22:57:00,0.16666666666666666,1621269797902,1621269797904
670,83,d,11/28/2016 22:57:00,0.16666666666666666,1621269797902,1621269797904
672,72,b,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
672,73,b,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
672,77,b,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
672,86,b,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
672,87,b,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
669,81,c,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
669,82,c,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
669,83,c,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
669,78,c,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
669,79,c,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
671,81,f,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
671,82,f,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
671,83,f,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
671,78,f,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
671,79,f,11/28/2016 22:57:00,0.2,1621269797902,1621269797904
682,90,a,11/28/2016 22:58:00,1.0,1621269798045,1621269798045
680,88,b,11/28/2016 22:58:00,0.25,1621269798300,1621269798302
680,81,b,11/28/2016 22:58:00,0.25,1621269798300,1621269798302
680,82,b,11/28/2016 22:58:00,0.25,1621269798300,1621269798302
680,83,b,11/28/2016 22:58:00,0.25,1621269798300,1621269798302
686,88,b,11/28/2016 22:58:00,0.25,1621269798300,1621269798302
689,72,e,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
689,73,e,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
689,77,e,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
689,86,e,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
689,87,e,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
690,72,f,11/28/2016 22:59:00,0.2,1621269798300,1621269798302
690,73,f,11/28/2016 22:59:00,0.2,1621269798300,1621269798302
690,77,f,11/28/2016 22:59:00,0.2,1621269798300,1621269798302
690,86,f,11/28/2016 22:59:00,0.2,1621269798300,1621269798302
690,87,f,11/28/2016 22:59:00,0.2,1621269798300,1621269798302
679,81,g,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
679,82,g,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
679,83,g,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
679,78,g,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
679,79,g,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
683,81,h,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
683,82,h,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
683,83,h,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
683,78,h,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
683,79,h,11/28/2016 22:58:00,0.2,1621269798300,1621269798302
696,91,a,11/28/2016 22:59:00,1.0,1621269798508,1621269798508
694,90,d,11/28/2016 22:59:00,0.16666666666666666,1621269798699,1621269798700
694,72,d,11/28/2016 22:59:00,0.16666666666666666,1621269798699,1621269798700
694,73,d,11/28/2016 22:59:00,0.16666666666666666,1621269798699,1621269798700
694,77,d,11/28/2016 22:59:00,0.16666666666666666,1621269798699,1621269798700
694,86,d,11/28/2016 22:59:00,0.16666666666666666,1621269798699,1621269798700
691,89,b,11/28/2016 22:59:00,1.0,1621269798699,1621269798700
698,72,c,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
698,73,c,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
698,77,c,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
698,86,c,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
698,87,c,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
699,88,e,11/28/2016 22:59:00,0.4,1621269798699,1621269798700
699,81,e,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
699,82,e,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
699,83,e,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
695,72,f,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
695,73,f,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
695,77,f,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
695,86,f,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
695,87,f,11/28/2016 22:59:00,0.2,1621269798699,1621269798700
702,72,h,11/28/2016 23:00:00,0.2,1621269798699,1621269798700
702,73,h,11/28/2016 23:00:00,0.2,1621269798699,1621269798700
702,77,h,11/28/2016 23:00:00,0.2,1621269798699,1621269798700
702,86,h,11/28/2016 23:00:00,0.2,1621269798699,1621269798700
702,87,h,11/28/2016 23:00:00,0.2,1621269798699,1621269798700
704,92,a,11/28/2016 23:00:00,1.0,1621269798763,1621269798763
714,92,d,11/28/2016 23:01:00,1.0,1621269799082,1621269799083
709,91,d,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
709,88,d,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
709,81,d,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
709,82,d,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
707,90,b,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
707,72,b,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
707,73,b,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
707,77,b,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
707,86,b,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
703,89,e,11/28/2016 23:00:00,1.0,1621269799082,1621269799083
705,88,f,11/28/2016 23:00:00,0.4,1621269799082,1621269799083
705,81,f,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
705,82,f,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
705,83,f,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
705,88,f,11/28/2016 23:00:00,0.4,1621269799082,1621269799083
710,72,g,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
710,73,g,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
710,77,g,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
710,86,g,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
710,87,g,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
706,72,h,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
706,73,h,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
706,77,h,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
706,86,h,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
706,87,h,11/28/2016 23:00:00,0.2,1621269799082,1621269799083
715,92,d,11/28/2016 23:01:00,0.5,1621269799306,1621269799307
715,89,d,11/28/2016 23:01:00,0.5,1621269799306,1621269799307
721,92,b,11/28/2016 23:02:00,1.0,1621269799306,1621269799307
717,91,b,11/28/2016 23:01:00,0.25,1621269799306,1621269799307
717,88,b,11/28/2016 23:01:00,0.25,1621269799306,1621269799307
717,81,b,11/28/2016 23:01:00,0.25,1621269799306,1621269799307
717,82,b,11/28/2016 23:01:00,0.25,1621269799306,1621269799307
720,90,e,11/28/2016 23:01:00,0.2,1621269799306,1621269799307
720,72,e,11/28/2016 23:01:00,0.2,1621269799306,1621269799307
720,73,e,11/28/2016 23:01:00,0.2,1621269799306,1621269799307
720,77,e,11/28/2016 23:01:00,0.2,1621269799306,1621269799307
720,86,e,11/28/2016 23:01:00,0.2,1621269799306,1621269799307
716,88,h,11/28/2016 23:01:00,0.2,1621269799306,1621269799307
716,81,h,11/28/2016 23:01:00,0.1,1621269799306,1621269799307
716,82,h,11/28/2016 23:01:00,0.1,1621269799306,1621269799307
716,83,h,11/28/2016 23:01:00,0.1,1621269799306,1621269799307
725,93,a,11/28/2016 23:02:00,1.0,1621269799432,1621269799432
727,94,a,11/28/2016 23:03:00,1.0,1621269799496,1621269799496
726,90,d,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
726,72,d,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
726,73,d,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
726,77,d,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
726,86,d,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
722,92,b,11/28/2016 23:02:00,0.6666666666666666,1621269799496,1621269799497
722,89,b,11/28/2016 23:02:00,0.3333333333333333,1621269799496,1621269799497
723,90,c,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
723,72,c,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
723,73,c,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
723,77,c,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
723,86,c,11/28/2016 23:02:00,0.2,1621269799496,1621269799497
724,91,e,11/28/2016 23:02:00,0.25,1621269799496,1621269799497
724,88,e,11/28/2016 23:02:00,0.25,1621269799496,1621269799497
724,81,e,11/28/2016 23:02:00,0.25,1621269799496,1621269799497
724,82,e,11/28/2016 23:02:00,0.25,1621269799496,1621269799497
735,94,d,11/28/2016 23:04:00,1.0,1621269799763,1621269799764
731,93,d,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
731,91,d,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
731,88,d,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
731,81,d,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
734,90,b,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
734,72,b,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
734,73,b,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
734,77,b,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
734,86,b,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
732,91,c,11/28/2016 23:03:00,0.25,1621269799763,1621269799764
732,88,c,11/28/2016 23:03:00,0.25,1621269799763,1621269799764
732,81,c,11/28/2016 23:03:00,0.25,1621269799763,1621269799764
732,82,c,11/28/2016 23:03:00,0.25,1621269799763,1621269799764
728,92,e,11/28/2016 23:03:00,0.6666666666666666,1621269799763,1621269799764
728,89,e,11/28/2016 23:03:00,0.3333333333333333,1621269799763,1621269799764
729,92,e,11/28/2016 23:03:00,0.6666666666666666,1621269799763,1621269799764
730,90,g,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
730,72,g,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
730,73,g,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
730,77,g,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
730,86,g,11/28/2016 23:03:00,0.2,1621269799763,1621269799764
740,95,a,11/28/2016 23:04:00,1.0,1621269799922,1621269799922
736,94,d,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
736,92,d,11/28/2016 23:04:00,0.5,1621269800048,1621269800049
736,89,d,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
737,94,d,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
744,94,b,11/28/2016 23:05:00,1.0,1621269800048,1621269800049
739,93,b,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
739,91,b,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
739,88,b,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
739,81,b,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
743,90,e,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
743,72,e,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
743,73,e,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
743,77,e,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
743,86,e,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
741,91,g,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
741,88,g,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
741,81,g,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
741,82,g,11/28/2016 23:04:00,0.25,1621269800048,1621269800049
738,90,h,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
738,72,h,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
738,73,h,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
738,77,h,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
738,86,h,11/28/2016 23:04:00,0.2,1621269800048,1621269800049
746,96,a,11/28/2016 23:05:00,1.0,1621269800112,1621269800112
748,95,d,11/28/2016 23:05:00,0.16666666666666666,1621269800304,1621269800305
748,90,d,11/28/2016 23:05:00,0.16666666666666666,1621269800304,1621269800305
748,72,d,11/28/2016 23:05:00,0.16666666666666666,1621269800304,1621269800305
748,73,d,11/28/2016 23:05:00,0.16666666666666666,1621269800304,1621269800305
748,77,d,11/28/2016 23:05:00,0.16666666666666666,1621269800304,1621269800305
745,94,b,11/28/2016 23:05:00,0.6,1621269800304,1621269800305
745,92,b,11/28/2016 23:05:00,0.2,1621269800304,1621269800305
745,89,b,11/28/2016 23:05:00,0.2,1621269800304,1621269800305
752,94,e,11/28/2016 23:06:00,1.0,1621269800304,1621269800305
750,93,e,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
750,91,e,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
750,88,e,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
750,81,e,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
749,91,h,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
749,88,h,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
749,81,h,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
749,82,h,11/28/2016 23:05:00,0.25,1621269800304,1621269800305
756,97,a,11/28/2016 23:06:00,1.0,1621269800431,1621269800431
761,94,d,11/28/2016 23:07:00,0.5,1621269800591,1621269800592
761,97,d,11/28/2016 23:07:00,0.5,1621269800591,1621269800592
754,96,d,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
754,93,d,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
754,91,d,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
758,95,b,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
758,90,b,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
758,72,b,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
758,73,b,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
758,77,b,11/28/2016 23:06:00,0.2,1621269800591,1621269800592
757,93,c,11/28/2016 23:06:00,0.25,1621269800591,1621269800592
757,91,c,11/28/2016 23:06:00,0.25,1621269800591,1621269800592
757,88,c,11/28/2016 23:06:00,0.25,1621269800591,1621269800592
757,81,c,11/28/2016 23:06:00,0.25,1621269800591,1621269800592
753,94,e,11/28/2016 23:06:00,0.5,1621269800591,1621269800592
753,92,e,11/28/2016 23:06:00,0.25,1621269800591,1621269800592
753,89,e,11/28/2016 23:06:00,0.25,1621269800591,1621269800592
755,94,e,11/28/2016 23:06:00,0.5,1621269800591,1621269800592
765,98,a,11/28/2016 23:07:00,1.0,1621269800719,1621269800719
767,99,a,11/28/2016 23:07:00,1.0,1621269800783,1621269800783
769,100,a,11/28/2016 23:07:00,1.0,1621269800847,1621269800847
762,94,d,11/28/2016 23:07:00,0.5,1621269800943,1621269800944
762,97,d,11/28/2016 23:07:00,0.16666666666666666,1621269800943,1621269800944
762,92,d,11/28/2016 23:07:00,0.16666666666666666,1621269800943,1621269800944
762,89,d,11/28/2016 23:07:00,0.16666666666666666,1621269800943,1621269800944
772,94,b,11/28/2016 23:08:00,0.5,1621269800943,1621269800944
772,97,b,11/28/2016 23:08:00,0.5,1621269800943,1621269800944
763,96,b,11/28/2016 23:07:00,0.3333333333333333,1621269800943,1621269800944
763,93,b,11/28/2016 23:07:00,0.3333333333333333,1621269800943,1621269800944
763,91,b,11/28/2016 23:07:00,0.3333333333333333,1621269800943,1621269800944
771,95,e,11/28/2016 23:07:00,0.2,1621269800943,1621269800944
771,90,e,11/28/2016 23:07:00,0.2,1621269800943,1621269800944
771,72,e,11/28/2016 23:07:00,0.2,1621269800943,1621269800944
771,73,e,11/28/2016 23:07:00,0.2,1621269800943,1621269800944
771,77,e,11/28/2016 23:07:00,0.2,1621269800943,1621269800944
768,93,g,11/28/2016 23:07:00,0.25,1621269800943,1621269800944
768,91,g,11/28/2016 23:07:00,0.25,1621269800943,1621269800944
768,88,g,11/28/2016 23:07:00,0.25,1621269800943,1621269800944
768,81,g,11/28/2016 23:07:00,0.25,1621269800943,1621269800944
784,101,a,11/28/2016 23:09:00,1.0,1621269801325,1621269801325
776,98,d,11/28/2016 23:08:00,0.125,1621269801325,1621269801326
776,99,d,11/28/2016 23:08:00,0.125,1621269801325,1621269801326
776,100,d,11/28/2016 23:08:00,0.125,1621269801325,1621269801326
776,95,d,11/28/2016 23:08:00,0.125,1621269801325,1621269801326
776,90,d,11/28/2016 23:08:00,0.125,1621269801325,1621269801326
773,94,b,11/28/2016 23:08:00,0.3333333333333333,1621269801325,1621269801326
773,97,b,11/28/2016 23:08:00,0.3333333333333333,1621269801325,1621269801326
773,92,b,11/28/2016 23:08:00,0.16666666666666666,1621269801325,1621269801326
781,95,c,11/28/2016 23:08:00,0.2,1621269801325,1621269801326
781,90,c,11/28/2016 23:08:00,0.2,1621269801325,1621269801326
781,72,c,11/28/2016 23:08:00,0.2,1621269801325,1621269801326
781,73,c,11/28/2016 23:08:00,0.2,1621269801325,1621269801326
781,77,c,11/28/2016 23:08:00,0.2,1621269801325,1621269801326
774,96,e,11/28/2016 23:08:00,0.3333333333333333,1621269801325,1621269801326
774,93,e,11/28/2016 23:08:00,0.3333333333333333,1621269801325,1621269801326
774,91,e,11/28/2016 23:08:00,0.3333333333333333,1621269801325,1621269801326
782,96,e,11/28/2016 23:08:00,0.3333333333333333,1621269801325,1621269801326
